,1級地-1,1級地-2,2級地-1,2級地-2,3級地-1,3級地-2
1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
2,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
3,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
4,0.9500,0.9500,0.9500,0.9500,0.9500,0.9500
5,0.9000,0.9000,0.9000,0.9000,0.9000,0.9000
