"標準地域コード","都道府県","政令市･郡･支庁･振興局等","政令市･郡･支庁･振興局等（ふりがな）","市区町村","市区町村（ふりがな）","廃置分合等施行年月日","廃置分合等情報有無"
"40109","福岡県","北九州市","きたきゅうしゅうし","八幡西区","やはたにしく","1974-04-01","有"
"40130","福岡県","福岡市","ふくおかし","","","1998-01-01","有"
"40131","福岡県","福岡市","ふくおかし","東区","ひがしく","1972-04-01","有"
"40132","福岡県","福岡市","ふくおかし","博多区","はかたく","1972-04-01","有"
"40133","福岡県","福岡市","ふくおかし","中央区","ちゅうおうく","1972-04-01","有"
"40134","福岡県","福岡市","ふくおかし","南区","みなみく","1972-04-01","有"
"40135","福岡県","福岡市","ふくおかし","西区","にしく","1982-05-10","有"
"40136","福岡県","福岡市","ふくおかし","城南区","じょうなんく","1982-05-10","有"
"40137","福岡県","福岡市","ふくおかし","早良区","さわらく","1982-05-10","有"
"40202","福岡県","","","大牟田市","おおむたし","1999-07-16","有"
"40203","福岡県","","","久留米市","くるめし","2008-04-01","有"
"40204","福岡県","","","直方市","のおがたし","2013-10-01","有"
"40205","福岡県","","","飯塚市","いいづかし","2009-12-16","有"
"40206","福岡県","","","田川市","たがわし","1992-09-04","有"
"40207","福岡県","","","柳川市","やながわし","2005-03-21","有"
"40210","福岡県","","","八女市","やめし","2010-02-01","有"
"40211","福岡県","","","筑後市","ちくごし","2003-02-14","有"
"40212","福岡県","","","大川市","おおかわし","2000-03-10","有"
"40213","福岡県","","","行橋市","ゆくはしし","1997-06-24","有"
"40214","福岡県","","","豊前市","ぶぜんし","2014-02-12","有"
"40215","福岡県","","","中間市","なかまし","2004-08-23","有"
"40216","福岡県","","","小郡市","おごおりし","2003-02-14","有"
"40217","福岡県","","","筑紫野市","ちくしのし","1998-09-24","有"
"40218","福岡県","","","春日市","かすがし","2011-03-01","有"
"40219","福岡県","","","大野城市","おおのじょうし","2011-03-01","有"
"40220","福岡県","","","宗像市","むなかたし","2005-03-28","有"
"40221","福岡県","","","太宰府市","だざいふし","1982-04-01","有"
"40223","福岡県","","","古賀市","こがし","1997-10-01","有"
"40224","福岡県","","","福津市","ふくつし","2005-01-24","有"
"40225","福岡県","","","うきは市","うきはし","2005-03-20","有"
"40226","福岡県","","","宮若市","みやわかし","2013-10-01","有"
"40227","福岡県","","","嘉麻市","かまし","2006-03-27","有"
"40228","福岡県","","","朝倉市","あさくらし","2006-03-20","有"
"40229","福岡県","","","みやま市","みやまし","2007-01-29","有"
"40230","福岡県","","","糸島市","いとしまし","2010-01-01","有"
"40231","福岡県","","","那珂川市","なかがわし","2018-10-01","有"
"40341","福岡県","糟屋郡","かすやぐん","宇美町","うみまち","1989-09-30","有"
"40342","福岡県","糟屋郡","かすやぐん","篠栗町","ささぐりまち","1984-01-01","有"
"40343","福岡県","糟屋郡","かすやぐん","志免町","しめまち","1989-09-30","有"
"40344","福岡県","糟屋郡","かすやぐん","須恵町","すえまち","1982-04-01","有"
"40345","福岡県","糟屋郡","かすやぐん","新宮町","しんぐうまち","1997-12-26","有"
"40348","福岡県","糟屋郡","かすやぐん","久山町","ひさやままち","",""
"40349","福岡県","糟屋郡","かすやぐん","粕屋町","かすやまち","1984-01-01","有"
"40381","福岡県","遠賀郡","おんがぐん","芦屋町","あしやまち","1986-01-01","有"
"40382","福岡県","遠賀郡","おんがぐん","水巻町","みずまきまち","2004-08-23","有"
"40383","福岡県","遠賀郡","おんがぐん","岡垣町","おかがきまち","1990-06-20","有"
"40384","福岡県","遠賀郡","おんがぐん","遠賀町","おんがちょう","1990-06-20","有"
"40401","福岡県","鞍手郡","くらてぐん","小竹町","こたけまち","2009-12-16","有"
"40402","福岡県","鞍手郡","くらてぐん","鞍手町","くらてまち","1978-12-01","有"
"40421","福岡県","嘉穂郡","かほぐん","桂川町","けいせんまち","",""
"40447","福岡県","朝倉郡","あさくらぐん","筑前町","ちくぜんまち","2005-03-22","有"
"40448","福岡県","朝倉郡","あさくらぐん","東峰村","とうほうむら","2005-03-28","有"
"40503","福岡県","三井郡","みいぐん","大刀洗町","たちあらいまち","2003-02-14","有"
"40522","福岡県","三潴郡","みづまぐん","大木町","おおきまち","2003-02-14","有"
"40544","福岡県","八女郡","やめぐん","広川町","ひろかわまち","2003-04-08","有"
"40601","福岡県","田川郡","たがわぐん","香春町","かわらまち","1970-06-01","有"
"40602","福岡県","田川郡","たがわぐん","添田町","そえだまち","1990-06-20","有"
"40604","福岡県","田川郡","たがわぐん","糸田町","いとだまち","1983-06-01","有"
"40605","福岡県","田川郡","たがわぐん","川崎町","かわさきまち","1986-10-01","有"
"40608","福岡県","田川郡","たがわぐん","大任町","おおとうまち","1992-09-04","有"
"40609","福岡県","田川郡","たがわぐん","赤村","あかむら","",""
"40610","福岡県","田川郡","たがわぐん","福智町","ふくちまち","2006-03-06","有"
"40621","福岡県","京都郡","みやこぐん","苅田町","かんだまち","",""
"40625","福岡県","京都郡","みやこぐん","みやこ町","みやこまち","2006-03-20","有"
"40642","福岡県","築上郡","ちくじょうぐん","吉富町","よしとみまち","2002-12-16","有"
"40646","福岡県","築上郡","ちくじょうぐん","上毛町","こうげまち","2005-10-11","有"
"40647","福岡県","築上郡","ちくじょうぐん","築上町","ちくじょうまち","2014-02-12","有"
"41201","佐賀県","","","佐賀市","さがし","2014-04-01","有"
"41202","佐賀県","","","唐津市","からつし","2006-01-01","有"
"41203","佐賀県","","","鳥栖市","とすし","2002-05-17","有"
"41204","佐賀県","","","多久市","たくし","2020-11-06","有"
"41205","佐賀県","","","伊万里市","いまりし","",""
"41206","佐賀県","","","武雄市","たけおし","2006-03-01","有"
"41207","佐賀県","","","鹿島市","かしまし","1988-06-01","有"
"41208","佐賀県","","","小城市","おぎし","2005-03-01","有"
"41209","佐賀県","","","嬉野市","うれしのし","2006-01-01","有"
"41210","佐賀県","","","神埼市","かんざきし","2006-03-20","有"
"41327","佐賀県","神埼郡","かんざきぐん","吉野ヶ里町","よしのがりちょう","2006-03-01","有"
"41341","佐賀県","三養基郡","みやきぐん","基山町","きやまちょう","2002-05-17","有"
"41345","佐賀県","三養基郡","みやきぐん","上峰町","かみみねちょう","1995-03-24","有"
"41346","佐賀県","三養基郡","みやきぐん","みやき町","みやきちょう","2005-03-01","有"
"41387","佐賀県","東松浦郡","ひがしまつうらぐん","玄海町","げんかいちょう","",""
"41401","佐賀県","西松浦郡","にしまつうらぐん","有田町","ありたちょう","2006-03-01","有"
"41423","佐賀県","杵島郡","きしまぐん","大町町","おおまちちょう","1987-09-01","有"
"41424","佐賀県","杵島郡","きしまぐん","江北町","こうほくまち","2020-11-06","有"
"41425","佐賀県","杵島郡","きしまぐん","白石町","しろいしちょう","2005-01-01","有"
"41441","佐賀県","藤津郡","ふじつぐん","太良町","たらちょう","",""
"42201","長崎県","","","長崎市","ながさきし","2006-01-04","有"
"42202","長崎県","","","佐世保市","させぼし","2016-04-01","有"
"42203","長崎県","","","島原市","しまばらし","2006-01-01","有"
"42204","長崎県","","","諫早市","いさはやし","2012-06-08","有"
"42205","長崎県","","","大村市","おおむらし","",""
"42207","長崎県","","","平戸市","ひらどし","2005-10-01","有"
"42208","長崎県","","","松浦市","まつうらし","2006-01-01","有"
"42209","長崎県","","","対馬市","つしまし","2004-03-01","有"
"42210","長崎県","","","壱岐市","いきし","2004-03-01","有"
"42211","長崎県","","","五島市","ごとうし","2004-08-01","有"
"42212","長崎県","","","西海市","さいかいし","2005-04-01","有"
"42213","長崎県","","","雲仙市","うんぜんし","2012-06-08","有"
"42214","長崎県","","","南島原市","みなみしまばらし","2006-03-31","有"
"42307","長崎県","西彼杵郡","にしそのぎぐん","長与町","ながよちょう","",""
"42308","長崎県","西彼杵郡","にしそのぎぐん","時津町","とぎつちょう","1973-04-01","有"
"42321","長崎県","東彼杵郡","ひがしそのぎぐん","東彼杵町","ひがしそのぎちょう","",""
"42322","長崎県","東彼杵郡","ひがしそのぎぐん","川棚町","かわたなちょう","1977-09-01","有"
"42323","長崎県","東彼杵郡","ひがしそのぎぐん","波佐見町","はさみちょう","1977-09-01","有"
"42383","長崎県","北松浦郡","きたまつうらぐん","小値賀町","おぢかちょう","",""
"42391","長崎県","北松浦郡","きたまつうらぐん","佐々町","さざちょう","",""
"42411","長崎県","南松浦郡","みなみまつうらぐん","新上五島町","しんかみごとうちょう","2004-08-01","有"
"43100","熊本県","熊本市","くまもとし","","","2014-09-01","有"
"43101","熊本県","熊本市","くまもとし","中央区","ちゅうおうく","2012-04-01","有"
"43102","熊本県","熊本市","くまもとし","東区","ひがしく","2012-04-01","有"
"43103","熊本県","熊本市","くまもとし","西区","にしく","2012-04-01","有"
"43104","熊本県","熊本市","くまもとし","南区","みなみく","2012-04-01","有"
"43105","熊本県","熊本市","くまもとし","北区","きたく","2012-04-01","有"
"43202","熊本県","","","八代市","やつしろし","2005-08-01","有"
"43203","熊本県","","","人吉市","ひとよしし","2005-03-01","有"
"43204","熊本県","","","荒尾市","あらおし","2000-09-01","有"
"43205","熊本県","","","水俣市","みなまたし","",""
"43206","熊本県","","","玉名市","たまなし","2005-10-03","有"
"43208","熊本県","","","山鹿市","やまがし","2005-01-15","有"
"43210","熊本県","","","菊池市","きくちし","2014-09-01","有"
"43211","熊本県","","","宇土市","うとし","1975-08-01","有"
"43212","熊本県","","","上天草市","かみあまくさし","2004-03-31","有"
"43213","熊本県","","","宇城市","うきし","2005-01-15","有"
"43214","熊本県","","","阿蘇市","あそし","2005-02-11","有"
"43215","熊本県","","","天草市","あまくさし","2006-03-27","有"
"43216","熊本県","","","合志市","こうしし","2006-02-27","有"
"43348","熊本県","下益城郡","しもましきぐん","美里町","みさとまち","2004-11-01","有"
"43364","熊本県","玉名郡","たまなぐん","玉東町","ぎょくとうまち","1995-12-01","有"
"43367","熊本県","玉名郡","たまなぐん","南関町","なんかんまち","1987-12-01","有"
"43368","熊本県","玉名郡","たまなぐん","長洲町","ながすまち","2000-09-01","有"
"43369","熊本県","玉名郡","たまなぐん","和水町","なごみまち","2006-03-01","有"
"43403","熊本県","菊池郡","きくちぐん","大津町","おおづまち","2006-01-01","有"
"43404","熊本県","菊池郡","きくちぐん","菊陽町","きくようまち","1991-06-01","有"
"43423","熊本県","阿蘇郡","あそぐん","南小国町","みなみおぐにまち","2007-12-17","有"
"43424","熊本県","阿蘇郡","あそぐん","小国町","おぐにまち","2007-12-17","有"
"43425","熊本県","阿蘇郡","あそぐん","産山村","うぶやまむら","",""
"43428","熊本県","阿蘇郡","あそぐん","高森町","たかもりまち","",""
"43432","熊本県","阿蘇郡","あそぐん","西原村","にしはらむら","1995-11-22","有"
"43433","熊本県","阿蘇郡","あそぐん","南阿蘇村","みなみあそむら","2005-02-13","有"
"43441","熊本県","上益城郡","かみましきぐん","御船町","みふねまち","1981-12-01","有"
"43442","熊本県","上益城郡","かみましきぐん","嘉島町","かしままち","2010-06-01","有"
"43443","熊本県","上益城郡","かみましきぐん","益城町","ましきまち","1993-06-01","有"
"43444","熊本県","上益城郡","かみましきぐん","甲佐町","こうさまち","1994-04-01","有"
"43447","熊本県","上益城郡","かみましきぐん","山都町","やまとちょう","2005-02-11","有"
"43468","熊本県","八代郡","やつしろぐん","氷川町","ひかわちょう","2005-10-01","有"
"43482","熊本県","葦北郡","あしきたぐん","芦北町","あしきたまち","2005-01-01","有"
"43484","熊本県","葦北郡","あしきたぐん","津奈木町","つなぎまち","",""
"43501","熊本県","球磨郡","くまぐん","錦町","にしきまち","2005-03-01","有"
"43505","熊本県","球磨郡","くまぐん","多良木町","たらぎまち","1986-09-01","有"
"43506","熊本県","球磨郡","くまぐん","湯前町","ゆのまえまち","1986-09-01","有"
"43507","熊本県","球磨郡","くまぐん","水上村","みずかみむら","2010-09-30","有"
"43510","熊本県","球磨郡","くまぐん","相良村","さがらむら","",""
"43511","熊本県","球磨郡","くまぐん","五木村","いつきむら","",""
"43512","熊本県","球磨郡","くまぐん","山江村","やまえむら","",""
"43513","熊本県","球磨郡","くまぐん","球磨村","くまむら","1989-09-01","有"
"43514","熊本県","球磨郡","くまぐん","あさぎり町","あさぎりちょう","2003-04-01","有"
"43531","熊本県","天草郡","あまくさぐん","苓北町","れいほくまち","",""
"44201","大分県","","","大分市","おおいたし","2005-01-01","有"
"44202","大分県","","","別府市","べっぷし","",""
"44203","大分県","","","中津市","なかつし","2012-01-25","有"
"44204","大分県","","","日田市","ひたし","2005-03-22","有"
"44205","大分県","","","佐伯市","さいきし","2005-03-03","有"
"44206","大分県","","","臼杵市","うすきし","2005-01-01","有"
"44207","大分県","","","津久見市","つくみし","",""
"44208","大分県","","","竹田市","たけたし","2020-03-18","有"
"44209","大分県","","","豊後高田市","ぶんごたかだし","2005-03-31","有"
"44210","大分県","","","杵築市","きつきし","2010-10-06","有"
"44211","大分県","","","宇佐市","うさし","2006-05-20","有"
"44212","大分県","","","豊後大野市","ぶんごおおのし","2020-03-18","有"
"44213","大分県","","","由布市","ゆふし","2005-10-01","有"
"44214","大分県","","","国東市","くにさきし","2006-03-31","有"
"44322","大分県","東国東郡","ひがしくにさきぐん","姫島村","ひめしまむら","",""
"44341","大分県","速見郡","はやみぐん","日出町","ひじまち","2010-10-06","有"
"44461","大分県","玖珠郡","くすぐん","九重町","ここのえまち","1981-01-01","有"
"44462","大分県","玖珠郡","くすぐん","玖珠町","くすまち","2012-01-25","有"
"45201","宮崎県","","","宮崎市","みやざきし","2010-03-23","有"
"45202","宮崎県","","","都城市","みやこのじょうし","2007-03-26","有"
"45203","宮崎県","","","延岡市","のべおかし","2007-03-31","有"
"45204","宮崎県","","","日南市","にちなんし","2009-03-30","有"
"45205","宮崎県","","","小林市","こばやしし","2011-01-07","有"
"45206","宮崎県","","","日向市","ひゅうがし","2006-02-25","有"
"45207","宮崎県","","","串間市","くしまし","",""
"45208","宮崎県","","","西都市","さいとし","2005-08-19","有"
"45209","宮崎県","","","えびの市","えびのし","2000-05-15","有"
"45341","宮崎県","北諸県郡","きたもろかたぐん","三股町","みまたちょう","1985-03-27","有"
"45361","宮崎県","西諸県郡","にしもろかたぐん","高原町","たかはるちょう","2011-01-07","有"
"45382","宮崎県","東諸県郡","ひがしもろかたぐん","国富町","くにとみちょう","1979-11-01","有"
"45383","宮崎県","東諸県郡","ひがしもろかたぐん","綾町","あやちょう","1979-11-01","有"
"45401","宮崎県","児湯郡","こゆぐん","高鍋町","たかなべちょう","1994-12-19","有"
"45402","宮崎県","児湯郡","こゆぐん","新富町","しんとみちょう","2005-08-19","有"
"45403","宮崎県","児湯郡","こゆぐん","西米良村","にしめらそん","",""
"45404","宮崎県","児湯郡","こゆぐん","木城町","きじょうちょう","1983-08-27","有"
"45405","宮崎県","児湯郡","こゆぐん","川南町","かわみなみちょう","1987-05-07","有"
"45406","宮崎県","児湯郡","こゆぐん","都農町","つのちょう","1989-02-28","有"
"45421","宮崎県","東臼杵郡","ひがしうすきぐん","門川町","かどがわちょう","",""
"45429","宮崎県","東臼杵郡","ひがしうすきぐん","諸塚村","もろつかそん","",""
"45430","宮崎県","東臼杵郡","ひがしうすきぐん","椎葉村","しいばそん","2010-09-30","有"
"45431","宮崎県","東臼杵郡","ひがしうすきぐん","美郷町","みさとちょう","2006-01-01","有"
"45441","宮崎県","西臼杵郡","にしうすきぐん","高千穂町","たかちほちょう","",""
"45442","宮崎県","西臼杵郡","にしうすきぐん","日之影町","ひのかげちょう","",""
"45443","宮崎県","西臼杵郡","にしうすきぐん","五ヶ瀬町","ごかせちょう","",""
"46201","鹿児島県","","","鹿児島市","かごしまし","2004-11-01","有"
"46203","鹿児島県","","","鹿屋市","かのやし","2008-12-20","有"
"46204","鹿児島県","","","枕崎市","まくらざきし","1991-11-19","有"
"46206","鹿児島県","","","阿久根市","あくねし","1980-09-01","有"
"46208","鹿児島県","","","出水市","いずみし","2006-03-13","有"
"46210","鹿児島県","","","指宿市","いぶすきし","2006-01-01","有"
"46213","鹿児島県","","","西之表市","にしのおもてし","1988-02-25","有"
"46214","鹿児島県","","","垂水市","たるみずし","",""
"46215","鹿児島県","","","薩摩川内市","さつませんだいし","2004-10-12","有"
"46216","鹿児島県","","","日置市","ひおきし","2005-05-01","有"
"46217","鹿児島県","","","曽於市","そおし","2018-10-05","有"
"46218","鹿児島県","","","霧島市","きりしまし","2018-10-05","有"
"46219","鹿児島県","","","いちき串木野市","いちきくしきのし","2005-10-11","有"
"46220","鹿児島県","","","南さつま市","みなみさつまし","2005-11-07","有"
"46221","鹿児島県","","","志布志市","しぶしし","2012-02-21","有"
"46222","鹿児島県","","","奄美市","あまみし","2009-10-19","有"
"46223","鹿児島県","","","南九州市","みなみきゅうしゅうし","2007-12-01","有"
"46224","鹿児島県","","","伊佐市","いさし","2008-11-01","有"
"46225","鹿児島県","","","姶良市","あいらし","2010-03-23","有"
"46303","鹿児島県","鹿児島郡","かごしまぐん","三島村","みしまむら","1973-04-01","有"
"46304","鹿児島県","鹿児島郡","かごしまぐん","十島村","としまむら","1973-04-01","有"
"46392","鹿児島県","薩摩郡","さつまぐん","さつま町","さつまちょう","2005-03-22","有"
"46404","鹿児島県","出水郡","いずみぐん","長島町","ながしまちょう","2006-03-20","有"
"46452","鹿児島県","姶良郡","あいらぐん","湧水町","ゆうすいちょう","2005-03-22","有"
"46468","鹿児島県","曽於郡","そおぐん","大崎町","おおさきちょう","2012-02-21","有"
"46482","鹿児島県","肝属郡","きもつきぐん","東串良町","ひがしくしらちょう","2008-12-20","有"
"46490","鹿児島県","肝属郡","きもつきぐん","錦江町","きんこうちょう","2005-03-22","有"
"46491","鹿児島県","肝属郡","きもつきぐん","南大隅町","みなみおおすみちょう","2005-03-31","有"
"46492","鹿児島県","肝属郡","きもつきぐん","肝付町","きもつきちょう","2005-07-01","有"
"46501","鹿児島県","熊毛郡","くまげぐん","中種子町","なかたねちょう","1988-02-25","有"
"46502","鹿児島県","熊毛郡","くまげぐん","南種子町","みなみたねちょう","",""
"46505","鹿児島県","熊毛郡","くまげぐん","屋久島町","やくしまちょう","2007-10-01","有"
"46523","鹿児島県","大島郡","おおしまぐん","大和村","やまとそん","2009-10-19","有"
"46524","鹿児島県","大島郡","おおしまぐん","宇検村","うけんそん","",""
"46525","鹿児島県","大島郡","おおしまぐん","瀬戸内町","せとうちちょう","2007-09-14","有"
"46527","鹿児島県","大島郡","おおしまぐん","龍郷町","たつごうちょう","1975-02-10","有"
"46529","鹿児島県","大島郡","おおしまぐん","喜界町","きかいちょう","",""
"46530","鹿児島県","大島郡","おおしまぐん","徳之島町","とくのしまちょう","",""
"46531","鹿児島県","大島郡","おおしまぐん","天城町","あまぎちょう","",""
"46532","鹿児島県","大島郡","おおしまぐん","伊仙町","いせんちょう","",""
"46533","鹿児島県","大島郡","おおしまぐん","和泊町","わどまりちょう","2010-08-31","有"
"46534","鹿児島県","大島郡","おおしまぐん","知名町","ちなちょう","2010-08-31","有"
"46535","鹿児島県","大島郡","おおしまぐん","与論町","よろんちょう","",""
"47201","沖縄県","","","那覇市","なはし","2017-03-09","有"
"47205","沖縄県","","","宜野湾市","ぎのわんし","1978-06-01","有"
"47207","沖縄県","","","石垣市","いしがきし","1972-05-15",""
"47208","沖縄県","","","浦添市","うらそえし","1978-06-01","有"
"47209","沖縄県","","","名護市","なごし","2023-06-30","有"
"47210","沖縄県","","","糸満市","いとまんし","2018-03-28","有"
"47211","沖縄県","","","沖縄市","おきなわし","1983-03-26","有"
"47212","沖縄県","","","豊見城市","とみぐすくし","2018-03-28","有"
"47213","沖縄県","","","うるま市","うるまし","2005-04-01","有"
"47214","沖縄県","","","宮古島市","みやこじまし","2005-10-01","有"
"47215","沖縄県","","","南城市","なんじょうし","2006-01-01","有"
"47301","沖縄県","国頭郡","くにがみぐん","国頭村","くにがみそん","1978-06-01","有"
"47302","沖縄県","国頭郡","くにがみぐん","大宜味村","おおぎみそん","1978-06-01","有"
"47303","沖縄県","国頭郡","くにがみぐん","東村","ひがしそん","1972-05-15",""
"47306","沖縄県","国頭郡","くにがみぐん","今帰仁村","なきじんそん","2023-06-30","有"
"47308","沖縄県","国頭郡","くにがみぐん","本部町","もとぶちょう","1972-05-15",""
"47311","沖縄県","国頭郡","くにがみぐん","恩納村","おんなそん","1982-01-01","有"
"47313","沖縄県","国頭郡","くにがみぐん","宜野座村","ぎのざそん","1992-11-01","有"
"47314","沖縄県","国頭郡","くにがみぐん","金武町","きんちょう","1980-04-01","有"
"47315","沖縄県","国頭郡","くにがみぐん","伊江村","いえそん","1972-05-15",""
"47324","沖縄県","中頭郡","なかがみぐん","読谷村","よみたんそん","1972-05-15",""
"47325","沖縄県","中頭郡","なかがみぐん","嘉手納町","かでなちょう","1976-01-01","有"
"47326","沖縄県","中頭郡","なかがみぐん","北谷町","ちゃたんちょう","1980-04-01","有"
"47327","沖縄県","中頭郡","なかがみぐん","北中城村","きたなかぐすくそん","1980-04-01","有"
"47328","沖縄県","中頭郡","なかがみぐん","中城村","なかぐすくそん","1972-05-15",""
"47329","沖縄県","中頭郡","なかがみぐん","西原町","にしはらちょう","1998-12-21","有"
"47348","沖縄県","島尻郡","しまじりぐん","与那原町","よなばるちょう","1998-12-21","有"
"47350","沖縄県","島尻郡","しまじりぐん","南風原町","はえばるちょう","2007-10-03","有"
"47353","沖縄県","島尻郡","しまじりぐん","渡嘉敷村","とかしきそん","1972-05-15",""
"47354","沖縄県","島尻郡","しまじりぐん","座間味村","ざまみそん","1972-05-15",""
"47355","沖縄県","島尻郡","しまじりぐん","粟国村","あぐにそん","1972-05-15",""
"47356","沖縄県","島尻郡","しまじりぐん","渡名喜村","となきそん","1972-05-15",""
"47357","沖縄県","島尻郡","しまじりぐん","南大東村","みなみだいとうそん","1972-05-15",""
"47358","沖縄県","島尻郡","しまじりぐん","北大東村","きただいとうそん","1972-05-15",""
"47359","沖縄県","島尻郡","しまじりぐん","伊平屋村","いへやそん","1972-06-07",""
"47360","沖縄県","島尻郡","しまじりぐん","伊是名村","いぜなそん","1972-06-07",""
"47361","沖縄県","島尻郡","しまじりぐん","久米島町","くめじまちょう","2002-04-01","有"
"47362","沖縄県","島尻郡","しまじりぐん","八重瀬町","やえせちょう","2007-10-03","有"
"47375","沖縄県","宮古郡","みやこぐん","多良間村","たらまそん","1972-06-07",""
"47381","沖縄県","八重山郡","やえやまぐん","竹富町","たけとみちょう","1972-05-15",""
"47382","沖縄県","八重山郡","やえやまぐん","与那国町","よなぐにちょう","1972-05-15",""
